
; <<>> DiG 9.9.5-W1 <<>> @dns1.zjtie.edu.cn axfr zjtie.edu.cn
; (1 server found)
;; global options: +cmd
zjtie.edu.cn.		3600	IN	SOA	dns1.zjtie.edu.cn. root.zjtie.edu.cn. 2014042103 30 30 360000 3600
zjtie.edu.cn.		3600	IN	TXT	"v=spf1 ip4:211.80.157.0/24 ip4:60.191.33/27 ~all"
zjtie.edu.cn.		3600	IN	A	60.191.1.44
zjtie.edu.cn.		3600	IN	MX	10 mx1.zjtie.edu.cn.
zjtie.edu.cn.		3600	IN	MX	20 mx2.zjtie.edu.cn.
zjtie.edu.cn.		3600	IN	NS	dns1.zjtie.edu.cn.
zjtie.edu.cn.		3600	IN	NS	dns2.zjtie.edu.cn.
bwc.zjtie.edu.cn.	3600	IN	A	60.191.1.39
bysj.zjtie.edu.cn.	3600	IN	A	60.191.1.44
byys.zjtie.edu.cn.	3600	IN	A	60.191.1.39
cj.zjtie.edu.cn.	3600	IN	A	60.191.1.39
ckjr.zjtie.edu.cn.	3600	IN	A	60.191.1.39
cxzy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
ddh.zjtie.edu.cn.	3600	IN	A	60.191.1.39
dgb.zjtie.edu.cn.	3600	IN	A	60.191.1.39
disk.zjtie.edu.cn.	3600	IN	A	60.191.1.58
djxl.zjtie.edu.cn.	3600	IN	A	60.191.1.39
dmtzzapp.zjtie.edu.cn.	3600	IN	A	120.199.18.181
dns1.zjtie.edu.cn.	3600	IN	A	211.80.157.250
dns2.zjtie.edu.cn.	3600	IN	A	60.191.1.50
dyb.zjtie.edu.cn.	3600	IN	A	60.191.1.39
dzswcg.zjtie.edu.cn.	3600	IN	A	183.129.232.198
e.zjtie.edu.cn.		3600	IN	A	60.191.1.55
ec.zjtie.edu.cn.	3600	IN	A	60.191.1.39
eduol.zjtie.edu.cn.	3600	IN	A	183.129.232.196
english.zjtie.edu.cn.	3600	IN	A	60.191.1.39
evc.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc1.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc2.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc3.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc4.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc5.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc6.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc7.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc8.zjtie.edu.cn.	3600	IN	A	60.12.11.11
evc9.zjtie.edu.cn.	3600	IN	A	60.12.11.11
ftp.zjtie.edu.cn.	3600	IN	A	60.191.1.38
ftp1.zjtie.edu.cn.	3600	IN	A	60.12.11.10
ggjszt.zjtie.edu.cn.	3600	IN	A	60.191.1.53
gh.zjtie.edu.cn.	3600	IN	A	60.191.1.39
gjzyys.zjtie.edu.cn.	3600	IN	A	183.129.232.195
gsgl.zjtie.edu.cn.	3600	IN	A	60.191.1.39
gxkygk.zjtie.edu.cn.	3600	IN	A	60.191.1.39
gzyjs.zjtie.edu.cn.	3600	IN	A	60.191.1.39
iedu.zjtie.edu.cn.	3600	IN	A	183.129.232.195
image.zjtie.edu.cn.	3600	IN	A	183.129.232.203
jcc.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jjsj.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jjxx.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jpzy.zjtie.edu.cn.	3600	IN	A	60.191.1.60
jrcpyx.zjtie.edu.cn.	3600	IN	A	60.191.1.59
jwc.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jxcg.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jxcg2.zjtie.edu.cn.	3600	IN	A	60.191.1.39
jy.zjtie.edu.cn.	3600	IN	A	60.191.1.62
khgtjq.zjtie.edu.cn.	3600	IN	A	60.191.1.59
kxfzg.zjtie.edu.cn.	3600	IN	A	60.191.1.39
kyc.zjtie.edu.cn.	3600	IN	A	60.191.1.39
lib.zjtie.edu.cn.	3600	IN	A	60.191.1.39
local.zjtie.edu.cn.	3600	IN	A	60.191.1.39
ltjj.zjtie.edu.cn.	3600	IN	A	60.191.1.52
mail.zjtie.edu.cn.	3600	IN	A	60.191.1.57
mv.zjtie.edu.cn.	3600	IN	A	60.191.1.52
mx1.zjtie.edu.cn.	3600	IN	A	211.80.157.8
mx2.zjtie.edu.cn.	3600	IN	A	60.191.1.57
orira.zjtie.edu.cn.	3600	IN	A	60.191.1.39
qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
data.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
exam.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
fz.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
kc.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
rs.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
sc.qcyy.zjtie.edu.cn.	3600	IN	A	60.191.1.39
qshq.zjtie.edu.cn.	3600	IN	A	60.191.1.39
rsc.zjtie.edu.cn.	3600	IN	A	60.191.1.39
share.zjtie.edu.cn.	3600	IN	A	60.191.1.36
skill.zjtie.edu.cn.	3600	IN	A	202.91.247.221
sl.zjtie.edu.cn.	3600	IN	A	60.191.1.39
smlt.zjtie.edu.cn.	3600	IN	A	60.191.1.39
smltsti.zjtie.edu.cn.	3600	IN	A	60.191.1.39
smltzyk.zjtie.edu.cn.	3600	IN	A	60.191.1.39
spjx.zjtie.edu.cn.	3600	IN	A	60.12.11.12
tgsw.zjtie.edu.cn.	3600	IN	A	60.191.1.59
tsxx.zjtie.edu.cn.	3600	IN	A	60.191.1.39
tv.zjtie.edu.cn.	3600	IN	A	60.191.1.39
tw.zjtie.edu.cn.	3600	IN	A	60.191.1.39
ty.zjtie.edu.cn.	3600	IN	A	60.191.1.39
tzjzcx.zjtie.edu.cn.	3600	IN	A	183.129.232.200
vd.zjtie.edu.cn.	3600	IN	A	183.129.232.195
vod1.zjtie.edu.cn.	3600	IN	A	60.191.1.41
weike.zjtie.edu.cn.	3600	IN	A	183.129.232.195
wgb.zjtie.edu.cn.	3600	IN	A	60.191.1.39
wgjx.zjtie.edu.cn.	3600	IN	A	183.129.232.197
whsz.zjtie.edu.cn.	3600	IN	A	183.129.232.199
whys.zjtie.edu.cn.	3600	IN	A	60.191.1.39
wljnjs.zjtie.edu.cn.	3600	IN	A	60.191.1.39
wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.59
cbkj.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
cgsw.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.43
ckjrgw.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
czjr.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.59
fdckf.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.52
fwly.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
gzty.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.43
hlwcp.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
jsjwl.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
kjxxh.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
lyygt.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
mzdsx.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.52
qccsdk.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
qcjxjc.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
qtkf.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
qysjsw.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
qyss.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.43
qzys.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
scxs.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
swyyfy.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
sxddxy.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.52
tjdcfx.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
wyglsw.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.52
wzjs.wlkc.zjtie.edu.cn.	3600	IN	A	60.12.11.43
ywdzcz.wlkc.zjtie.edu.cn. 3600	IN	A	60.191.1.43
yyxz.wlkc.zjtie.edu.cn.	3600	IN	A	60.191.1.52
www.zjtie.edu.cn.	3600	IN	A	60.191.1.38
xgb.zjtie.edu.cn.	3600	IN	A	60.191.1.39
szf.xgb.zjtie.edu.cn.	3600	IN	A	60.191.1.39
xgsq.zjtie.edu.cn.	3600	IN	A	60.191.1.61
xlzx.zjtie.edu.cn.	3600	IN	A	60.191.1.39
xq.zjtie.edu.cn.	3600	IN	A	60.191.1.39
xsh.zjtie.edu.cn.	3600	IN	A	60.191.1.39
xxgk.zjtie.edu.cn.	3600	IN	A	60.191.1.39
zcsb.zjtie.edu.cn.	3600	IN	A	183.129.232.201
zhsj.zjtie.edu.cn.	3600	IN	A	60.191.1.39
zhsjcg.zjtie.edu.cn.	3600	IN	A	183.129.232.198
zsb.zjtie.edu.cn.	3600	IN	A	60.191.1.62
zt.zjtie.edu.cn.	3600	IN	A	60.191.1.39
zwjj.zjtie.edu.cn.	3600	IN	A	60.191.1.39
zyk.zjtie.edu.cn.	3600	IN	A	60.191.1.42
zjtie.edu.cn.		3600	IN	SOA	dns1.zjtie.edu.cn. root.zjtie.edu.cn. 2014042103 30 30 360000 3600
;; Query time: 95 msec
;; SERVER: 211.80.157.250#53(211.80.157.250)
;; WHEN: Mon Apr 21 20:56:15 中国标准时间 2014
;; XFR size: 139 records (messages 1, bytes 3005)

